uid,name,pos,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
GarnCh00,Charlie Garner,RB,,,,,,,,,,,,,,,,,,,21.8,141.9,301.8,191.7,266.9,236.4,80.6,105.2,54.8,103.9,65.3,,,,,,,,,,,,,,,,,,,,,,,,
KingSh00,Shaun King,QB,,,,,,,,,,,,,,,,,,,17.1,9.2,3.7,7.2,222.1,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LewiMi00,Michael Lewis,WR,,,,,,,,,,,,,,,,,,,20.7,32.8,35.5,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HearGa00,Garrison Hearst,RB,,,,,,,,,,,,,,,,,,,17.1,130.4,202.9,203.8,,,280,165.8,111.8,142.4,35.2,33.2,,,,,,,,,,,,,,,,,,,,,,,
FuamCh00,Chris Fuamatu-Ma'afala,RB,,,,,,,,,,,,,,,,,,,16.8,21.1,13.7,90,37.1,0.4,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KonrRo00,Rob Konrad,RB,,,,,,,,,,,,,,,,,,,18.7,26.3,56.5,21.9,19.2,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoodJo00,Joey Goodspeed,RB,,,,,,,,,,,,,,,,,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaysLe00,Lee Mays,WR,,,,,,,,,,,,,,,,,,,18.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SamsB.00,B.J. Sams,RB,,,,,,,,,,,,,,,,,,,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaylJa00,Jamaar Taylor,WR,,,,,,,,,,,,,,,,,,,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillKa00,Karl Williams,WR,,,,,,,,,,,,,,,,,,,23.3,17.1,22.7,51.4,8.5,26.1,41.7,91.6,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,
HenrLe20,Leonard Henry,RB,,,,,,,,,,,,,,,,,,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LymaDu00,Dustin Lyman,TE,,,,,,,,,,,,,,,,,,,18.8,13.5,31.1,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HolcRo00,Robert Holcombe,RB,,,,,,,,,,,,,,,,,,,17.7,53.7,36.3,10.1,44,76.7,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChanCh00,Chris Chandler,QB,,,,,,,,,,,,,,,,,,,8.7,45.5,46.1,158.3,109.5,143.3,225,181.5,121.3,144.2,86.2,25,155.2,38.9,18.7,35.2,96.7,,,,,,,,,,,,,,,,,,
HollTo00,Tony Hollings,RB,,,,,,,,,,,,,,,,,,,11.8,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeavJe00,Jed Weaver,TE,,,,,,,,,,,,,,,,,,,13.3,67.2,28.5,40.5,20.9,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AbduRa00,Rabih Abdullah,RB,,,,,,,,,,,,,,,,,,,8.7,13.2,,7.6,9.4,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BennBr00,Brandon Bennett,RB,,,,,,,,,,,,,,,,,,,7.7,49.4,39.4,48.2,74.7,,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PritSt00,Stanley Pritchett,RB,,,,,,,,,,,,,,,,,,,9.3,38.6,32.2,,58.3,98.5,26.1,6.7,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,
StonJo00,John Stone,WR,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CrooLa00,Larry Croom,RB,,,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCoEr00,Eric McCoo,RB,,,,,,,,,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShawBo00,Bobby Shaw,WR,,,,,,,,,,,,,,,,,,,8.5,125.2,86.5,62.9,107.2,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DudlRi00,Rickey Dudley,TE,,,,,,,,,,,,,,,,,,,6.3,13.7,45.2,16,72.8,129,102.7,144.7,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,
ForsBr00,Brock Forsey,RB,,,,,,,,,,,,,,,,,,,5.3,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HarrJo01,Joey Harris,RB,,,,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KingAn00,Andre King,WR,,,,,,,,,,,,,,,,,,,7.4,13.3,6.6,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MattSh00,Shane Matthews,QB,,,,,,,,,,,,,,,,,,,5.5,,84.3,34.3,42.1,90.9,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,
RasbWa00,Walter Rasby,TE,,,,,,,,,,,,,,,,,,,7.7,8.5,13,29.8,18.8,9.4,25.4,0.6,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,
AlstRi20,Richard Alston,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RitcJo00,Jon Ritchie,RB,,,,,,,,,,,,,,,,,,,5.6,35.2,17.6,36.9,30.3,70.5,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmarIa00,Ian Smart,RB,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SteeBe00,Ben Steele,TE,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrejSt00,Stephen Trejo,RB,,,,,,,,,,,,,,,,,,,5.7,0.7,2.3,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillNi00,Nick Luchey,RB,,,,,,,,,,,,,,,,,,,5.4,2,26,,15.3,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnDo00,Doug Johnson,QB,,,,,,,,,,,,,,,,,,,2.5,82.3,27.5,4.1,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LukeTr00,Triandos Luke,WR,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrafRo00,Rod Trafford,TE,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CartKe01,Kerry Carter,RB,,,,,,,,,,,,,,,,,,,1.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CartKi00,Ki-Jana Carter,RB,,,,,,,,,,,,,,,,,,,1.7,14.8,,61.6,,11.4,5.9,110.6,104.3,,,,,,,,,,,,,,,,,,,,,,,,,,
CushMa00,Matt Cushing,TE,,,,,,,,,,,,,,,,,,,2.2,,0.9,10.9,3.7,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaveRo01,Rohan Davey,QB,,,,,,,,,,,,,,,,,,,2.1,1.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GardTa00,Talman Gardner,WR,,,,,,,,,,,,,,,,,,,2.8,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KingVi00,Vick King,RB,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaynGe00,George Layne,RB,,,,,,,,,,,,,,,,,,,2.3,2.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MartJa01,Jamar Martin,RB,,,,,,,,,,,,,,,,,,,3.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PedeDo00,Doug Pederson,QB,,,,,,,,,,,,,,,,,,,2.3,0.1,9.3,-0.1,40.7,52.3,10.7,-0.4,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,
WardDe00,Dedric Ward,WR,,,,,,,,,,,,,,,,,,,2.1,20.1,26.7,33.5,125.4,59.4,84.9,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
AlleDa00,David Allen,RB,,,,,,,,,,,,,,,,,,,1.8,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BabeBi00,Bill Baber,TE,,,,,,,,,,,,,,,,,,,1.2,2.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BannAl00,Alex Bannister,WR,,,,,,,,,,,,,,,,,,,2,13.6,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BellRo00,Ronald Bellamy,WR,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ComeGr00,Greg Comella,RB,,,,,,,,,,,,,,,,,,,1.7,,10,52.3,47.9,7.9,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NedxLa00,Larry Ned,RB,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PyatBr00,Brad Pyatt,WR,,,,,,,,,,,,,,,,,,,2.2,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WareKe00,Kevin Ware,TE,,,,,,,,,,,,,,,,,,,1.4,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrowDa02,Dante Brown,RB,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EaslDo20,Doug Easlick,RB,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EasyOm00,Omar Easy,RB,,,,,,,,,,,,,,,,,,,0.1,3.4,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HeinKe00,Keith Heinrich,TE,,,,,,,,,,,,,,,,,,,0.6,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HowrKe00,Keenan Howry,WR,,,,,,,,,,,,,,,,,,,0.8,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IsomJa00,Jasen Isom,RB,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LewiJe00,Jermaine Lewis,WR,,,,,,,,,,,,,,,,,,,0.9,18.6,3.9,6.5,47.5,53.7,144.9,131.3,12,,,,,,,,,,,,,,,,,,,,,,,,,,
FranCa20,Carlos Francis,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrouJa20,Jamall Broussard,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SharSh00,Shannon Sharpe,TE,,,,,,,,,,,,,,,,,,,,156,117.1,127.6,144.5,33.9,168.8,166.7,204.2,131.1,170.5,193,100.9,50.7,18.4,,,,,,,,,,,,,,,,,,,,
CaniTr00,Trung Canidate,RB,,,,,,,,,,,,,,,,,,,,84.1,7.9,98,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoucTi00,Tim Couch,QB,,,,,,,,,,,,,,,,,,,,72.9,155.4,153.9,73.8,154.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MireRi00,Rick Mirer,QB,,,,,,,,,,,,,,,,,,,,63,,,11,57.4,,16.6,80.9,135.9,131.3,166.6,,,,,,,,,,,,,,,,,,,,,,,
GaryOl00,Olandis Gary,RB,,,,,,,,,,,,,,,,,,,,63.8,44.5,33.7,10.5,182.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RickMi00,Mikhael Ricks,TE,,,,,,,,,,,,,,,,,,,,73.9,65.4,40.2,5,66,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McKnJa00,James McKnight,WR,,,,,,,,,,,,,,,,,,,,65.5,81.1,113.8,128.6,,57.1,114.7,7.8,10.1,9,,,,,,,,,,,,,,,,,,,,,,,,
MackSt00,Stacey Mack,RB,,,,,,,,,,,,,,,,,,,,53.3,111,173.7,18.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AndeSc00,Scotty Anderson,WR,,,,,,,,,,,,,,,,,,,,55,50.7,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WillRi01,Ricky Williams,RB,,,,,,,,,,,,,,,,,,,,56.2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HatcMa00,Matthew Hatchette,WR,,,,,,,,,,,,,,,,,,,,39.8,,5.4,39,34.5,29.1,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
DoerCh00,Chris Doering,WR,,,,,,,,,,,,,,,,,,,,39,42.2,,,3.7,,2.2,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
WychFr00,Frank Wycheck,TE,,,,,,,,,,,,,,,,,,,,37,65.1,122.1,122.7,117,121.8,132.3,109.9,79.2,15,18.3,,,,,,,,,,,,,,,,,,,,,,,
WallWe00,Wesley Walls,TE,,,,,,,,,,,,,,,,,,,,38.2,57.6,96.7,69.7,183.7,105.1,139.6,161.8,121.9,85.6,,,3.4,5.2,8.6,,,,,,,,,,,,,,,,,,,
PalmJe00,Jesse Palmer,QB,,,,,,,,,,,,,,,,,,,,25.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CentLa00,Larry Centers,RB,,,,,,,,,,,,,,,,,,,,34.3,77.9,140,128.8,112,111.4,105.5,220.6,192.1,176.8,125.5,91.6,27.5,-1,,,,,,,,,,,,,,,,,,,,
BateDW00,D'Wayne Bates,WR,,,,,,,,,,,,,,,,,,,,28.6,115.9,26.5,6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCaEd00,Ed McCaffrey,WR,,,,,,,,,,,,,,,,,,,,29,137,18.4,238.2,179.3,199.3,129.5,121.3,79.1,30.6,59,113.5,22.6,,,,,,,,,,,,,,,,,,,,,
SandFr00,Frank Sanders,WR,,,,,,,,,,,,,,,,,,,,24,71.2,92.3,137.9,136.9,175,160.7,139.4,130.4,,,,,,,,,,,,,,,,,,,,,,,,,
KaneDa00,Danny Kanell,QB,,,,,,,,,,,,,,,,,,,,16.2,,,19,31.7,85.7,89.8,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,
BeueSt00,Steve Beuerlein,QB,,,,,,,,,,,,,,,,,,,,14.9,55.9,,191.8,299.8,147.1,60.5,56.9,39.3,69.7,161.1,3.4,51,,99,83.8,,,,,,,,,,,,,,,,,,
ODonNe00,Neil O'Donnell,QB,,,,,,,,,,,,,,,,,,,,15.2,0.7,26.6,23,81.4,138,163.4,46.9,177.3,141.7,176.4,125.8,111.7,,,,,,,,,,,,,,,,,,,,,
StokJ.00,J.J. Stokes,WR,,,,,,,,,,,,,,,,,,,,22.9,55.2,127.5,88,79.9,156.5,126.3,33.9,94.7,,,,,,,,,,,,,,,,,,,,,,,,,
FreeAn00,Antonio Freeman,WR,,,,,,,,,,,,,,,,,,,,21.1,107,145.3,174.7,180.2,270.9,236.2,171.3,6.6,,,,,,,,,,,,,,,,,,,,,,,,,
MurrAd00,Adrian Murrell,RB,,,,,,,,,,,,,,,,,,,,15.9,,,22.3,109.3,184.1,170.7,175.5,177.5,27.1,21.4,,,,,,,,,,,,,,,,,,,,,,,
SandDa00,Darnell Sanders,TE,,,,,,,,,,,,,,,,,,,,21,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KittKu00,Kurt Kittner,QB,,,,,,,,,,,,,,,,,,,,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NormJo00,Josh Norman,TE,,,,,,,,,,,,,,,,,,,,16.2,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BickEr00,Erik Bickerstaff,RB,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCoQu00,Quentin McCord,WR,,,,,,,,,,,,,,,,,,,,16.8,36.8,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GillDo00,Dondre Gilliam,WR,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MitcBr00,Brian Mitchell,RB,,,,,,,,,,,,,,,,,,,,11.8,12.3,20.1,62.9,74,89.4,94.5,61.9,95.5,77.7,65.3,13.5,5.4,15.2,,,,,,,,,,,,,,,,,,,,
GashSa00,Sam Gash,RB,,,,,,,,,,,,,,,,,,,,14.1,,18.4,12.2,38.3,47.2,45.4,59.6,45.6,19.2,36.2,5.7,,,,,,,,,,,,,,,,,,,,,,
SwayKe00,Kevin Swayne,WR,,,,,,,,,,,,,,,,,,,,9.9,8.3,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverJo00,John Avery,RB,,,,,,,,,,,,,,,,,,,,9.4,,,,6.5,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DantWo00,Woodrow Dantzler,RB,,,,,,,,,,,,,,,,,,,,8.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HollJa01,Jabari Holloway,TE,,,,,,,,,,,,,,,,,,,,12.4,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LockKe00,Kevin Lockett,WR,,,,,,,,,,,,,,,,,,,,10.1,55.1,43.5,70.7,71.6,37.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarlRe00,Reggie Barlow,WR,,,,,,,,,,,,,,,,,,,,8.2,3.8,,3.3,30.2,28.3,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
ColeCl00,Clarence Coleman,WR,,,,,,,,,,,,,,,,,,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FlemZe00,Zeron Flemister,TE,,,,,,,,,,,,,,,,,,,,11.4,31.6,40.6,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RedmJi00,Jimmy Redmond,WR,,,,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SantO.00,O.J. Santiago,TE,,,,,,,,,,,,,,,,,,,,9.4,,35.8,,24.9,84.3,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoweRJ00,R.J. Bowers,RB,,,,,,,,,,,,,,,,,,,,6.7,,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CoboAv00,Avon Cobourne,RB,,,,,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RagoDa00,Dave Ragone,QB,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitLa00,Lamar Smith,RB,,,,,,,,,,,,,,,,,,,,6.8,138.4,173.2,239.5,51.6,103.4,83,130.3,21,-0.1,,,,,,,,,,,,,,,,,,,,,,,,
BrowTr01,Travis Brown,QB,,,,,,,,,,,,,,,,,,,,4.9,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GadsOr00,Oronde Gadsden,WR,,,,,,,,,,,,,,,,,,,,6.8,30.8,112.9,142.6,140.3,133.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoodHu00,Hunter Goodwin,TE,,,,,,,,,,,,,,,,,,,,6.6,10,4.7,12.6,7.5,3.1,9.6,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,
JeffSh00,Shawn Jefferson,WR,,,,,,,,,,,,,,,,,,,,7.9,58.9,86.4,124.3,125.8,107.6,121.1,118.7,98.2,106.2,71.4,64.2,27.2,,,,,,,,,,,,,,,,,,,,,
MerrAh00,Ahmad Merritt,WR,,,,,,,,,,,,,,,,,,,,6.5,13.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChapDo00,Doug Chapman,RB,,,,,,,,,,,,,,,,,,,,4.6,8.9,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ColeCh00,Chris Cole,WR,,,,,,,,,,,,,,,,,,,,5.9,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FendJa00,James Fenderson,RB,,,,,,,,,,,,,,,,,,,,4.4,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnRo00,Rob Johnson,QB,,,,,,,,,,,,,,,,,,,,3.8,24.7,86.7,151.6,26,78.7,27.2,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,
NewsKe00,Kendall Newson,WR,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChamBy00,Byron Chamberlain,TE,,,,,,,,,,,,,,,,,,,,4.9,55.9,111.1,45.3,76.8,5,0.8,16.9,1.6,,,,,,,,,,,,,,,,,,,,,,,,,
JohnLe00,Leon Johnson,RB,,,,,,,,,,,,,,,,,,,,2.6,56.5,35.1,,-1.8,67.2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
JoycDe00,Delvin Joyce,RB,,,,,,,,,,,,,,,,,,,,4.1,-0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuzaCh00,Chris Luzar,TE,,,,,,,,,,,,,,,,,,,,4.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SimoJo00,John Simon,RB,,,,,,,,,,,,,,,,,,,,4.5,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmitZu00,Zuriel Smith,WR,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StacCh00,Charles Stackhouse,RB,,,,,,,,,,,,,,,,,,,,6,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaveJo00,Joe Davenport,TE,,,,,,,,,,,,,,,,,,,,3.8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DysoKe00,Kevin Dyson,WR,,,,,,,,,,,,,,,,,,,,2.5,88.1,153.5,19.4,117.1,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HuarBr00,Brock Huard,QB,,,,,,,,,,,,,,,,,,,,1.7,,10.2,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KaspKe00,Kevin Kasper,WR,,,,,,,,,,,,,,,,,,,,2.4,45.4,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MartTe00,Tee Martin,QB,,,,,,,,,,,,,,,,,,,,1.6,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCuSu00,Sultan McCullough,RB,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EdwaTe00,Terrence Edwards,WR,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FostLa00,Larry Foster,WR,,,,,,,,,,,,,,,,,,,,1.2,22.2,39.9,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JackJa01,Jarious Jackson,QB,,,,,,,,,,,,,,,,,,,,0.5,,3.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JohnRo03,Ron Johnson,WR,,,,,,,,,,,,,,,,,,,,1.7,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PeetRo00,Rodney Peete,QB,,,,,,,,,,,,,,,,,,,,0.8,124.6,,,10.2,37.3,42.5,48.8,109.7,32.6,74.3,88.4,78.1,178.3,91,,,,,,,,,,,,,,,,,,,
HamdGi00,Gibran Hamdan,QB,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MadiAd00,Adrian Madise,WR,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SimoKe00,Ken Simonton,RB,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NeadSp00,Spencer Nead,RB,,,,,,,,,,,,,,,,,,,,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WardLa20,LaShaun Ward,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VanPAl00,Alex Van Pelt,QB,,,,,,,,,,,,,,,,,,,,-4.6,0.2,111.5,2.7,0.3,-0.1,26.7,-0.1,12.2,,,,,,,,,,,,,,,,,,,,,,,,,
StewJa00,James Stewart,RB,,,,,,,,,,,,,,,,,,,,,194.4,116.2,229.1,186.4,44.9,163.6,161,98,,,,,,,,,,,,,,,,,,,,,,,,,
MillJi00,Jim Miller,QB,,,,,,,,,,,,,,,,,,,,,106.9,116.1,17.8,64.6,,,4.5,14.1,,,,,,,,,,,,,,,,,,,,,,,,,
AlleJa00,James Allen,RB,,,,,,,,,,,,,,,,,,,,,109.8,94.2,170.6,25.5,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IsmaQa00,Qadry Ismail,WR,,,,,,,,,,,,,,,,,,,,,86.2,184.9,120,180.9,-2,,60.1,92.4,118.1,37.1,,,,,,,,,,,,,,,,,,,,,,,
LucaRa00,Ray Lucas,QB,,,,,,,,,,,,,,,,,,,,,62.4,8.4,2.4,127.5,3.4,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
GaylTr00,Trevor Gaylor,WR,,,,,,,,,,,,,,,,,,,,,69,28.7,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReedJa00,Jake Reed,WR,,,,,,,,,,,,,,,,,,,,,62.5,52.4,28.6,98.3,88.4,183.8,210,204.7,178,9,17.2,,,,,,,,,,,,,,,,,,,,,,
DixoRo00,Ron Dixon,WR,,,,,,,,,,,,,,,,,,,,,58.7,30.7,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChriBo00,Bob Christian,RB,,,,,,,,,,,,,,,,,,,,,51.8,114.1,55.4,112.8,49,31.2,,61.8,6.9,25.9,,,,,,,,,,,,,,,,,,,,,,,
DugaRo00,Ron Dugans,WR,,,,,,,,,,,,,,,,,,,,,65.6,53.1,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JenkMa00,MarTay Jenkins,WR,,,,,,,,,,,,,,,,,,,,,48.1,80.2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaviJo00,John Davis,TE,,,,,,,,,,,,,,,,,,,,,47.3,12.3,34.7,7.7,8.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
MitcPe00,Pete Mitchell,TE,,,,,,,,,,,,,,,,,,,,,49.1,5.4,43,97,67.3,79.5,87.5,85.2,,,,,,,,,,,,,,,,,,,,,,,,,
WileMi00,Michael Wiley,RB,,,,,,,,,,,,,,,,,,,,,43.7,46.6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EdwaRo00,Robert Edwards,RB,,,,,,,,,,,,,,,,,,,,,44.3,,,,232.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McGeTo00,Tony McGee,TE,,,,,,,,,,,,,,,,,,,,,46.9,27.8,49.9,59.4,53.3,96.4,87.6,122.9,75.2,73.5,,,,,,,,,,,,,,,,,,,,,,,
MathTe00,Terance Mathis,WR,,,,,,,,,,,,,,,,,,,,,45.3,93.9,123.9,178.1,211,150.7,155.6,202.9,259.7,50.2,67.1,50.8,39.9,,,,,,,,,,,,,,,,,,,,
